time;open;high;low;close;Volume
"2025-07-12 08:00:00";0.00709529225772;0.0121424851;0.00620335431543;0.00785356523045;7344982.93
"2025-07-13 08:00:00";0.00785356523045;0.0101332099;0.00701736698922;0.00755649352379;5806086.79
"2025-07-14 08:00:00";0.00755649352379;0.00776752278673;0.0051007401721;0.00583336813853;972913046.22
"2025-07-15 08:00:00";0.00583224997362;0.00685498800662;0.00530341806136;0.00681779248292;1390656649.34
"2025-07-16 08:00:00";0.00681875927575;0.00682893232307;0.0056208928727;0.00583412221743;1112198213.86
"2025-07-17 08:00:00";0.00583412221743;0.00593351487591;0.00481087838955;0.00494341366798;1221129899.62
"2025-07-18 08:00:00";0.00494341366798;0.00529431762572;0.00389264366843;0.00420541763668;1072348793.78
"2025-07-19 08:00:00";0.00420411931093;0.00453963060093;0.00396791687656;0.00411881417652;546584311.75
"2025-07-20 08:00:00";0.00411881417652;0.00466443177725;0.0040805751928;0.0042321215755;542406692.49
"2025-07-21 08:00:00";0.0042321215755;0.0045077840798;0.00412288378958;0.00414841020585;590798577.71
"2025-07-22 08:00:00";0.00414841020585;0.00414841775879;0.00362115470953;0.00380526875335;688255408.79
"2025-07-23 08:00:00";0.00380569351423;0.0040006872997;0.00304103128866;0.00309136848009;899726889.02
"2025-07-24 08:00:00";0.00309152371382;0.00324866440857;0.00257503025808;0.00264857681806;570605211.88
"2025-07-25 08:00:00";0.00264857681697;0.00276491931993;0.0023179426479;0.00273864788127;583351644.77
"2025-07-26 08:00:00";0.0027386781843;0.00299246898715;0.00248809817516;0.00285257117089;483458249.61
"2025-07-27 08:00:00";0.00285263783756;0.00298576586657;0.00260644060082;0.00262097730704;280922582.79
"2025-07-28 08:00:00";0.00262097730704;0.00287795675277;0.00234776659632;0.00244089316563;394039145.91
"2025-07-29 08:00:00";0.00244090021441;0.00293965802789;0.0022822735958;0.0028028612069;633576739.74
"2025-07-30 08:00:00";0.0028028612069;0.00283272098909;0.0024456210343;0.0027514460003;475333509.65
"2025-07-31 08:00:00";0.00275128470998;0.00326709027033;0.002499943819;0.0025119235723;672517024.89
"2025-08-01 08:00:00";0.0025119235723;0.00295693162578;0.00247583203693;0.00256964151977;530794835.93
"2025-08-02 08:00:00";0.00256964151977;0.00276600275349;0.00249579150957;0.00276600275349;314989407.83
"2025-08-03 08:00:00";0.0027663057838;0.00305546034319;0.00272350109429;0.00291887786706;372609725.07
"2025-08-04 08:00:00";0.00291887786706;0.00314378412998;0.00277186310072;0.0031186848917;485127647.74
"2025-08-05 08:00:00";0.0031186848917;0.00340209068845;0.00304387335711;0.00324000728879;536085408.33
"2025-08-06 08:00:00";0.00324002906111;0.00351218324722;0.00317392253665;0.00341929938149;362938685.53
"2025-08-07 08:00:00";0.00341929938149;0.00357127771846;0.00323209240406;0.00356778373242;333398619.81
"2025-08-08 08:00:00";0.00356778373242;0.00357320504321;0.00324528675993;0.00338690286636;289234471.89
